export_date,Slot,Team,Player,Pitcher,Grade,OnBaseScore,Matchup,ZF,G2TB%,SimTB2%,AVG,SLG,ISO,xwOBA,XBH%,HH%,SimTB,LA°,TB Signal
7/9/2026,,SF,Heliot Ramos,Ryan Feltner,💥 Hittable,93,72,4.1,,48.70%,,,0.403,0.371,,,2.3,18.1,1
7/9/2026,,KC,Salvador Perez,Sean Manaea,💥 Hittable,92,69,1.8,,67.30%,,,0.22,0.293,,,2.2,19.7,1
7/9/2026,,PIT,Ryan O'Hearn,Bryce Elder,💥 Hittable,91,71,3.7,,57.10%,,,0.293,0.319,,,2.2,19.9,1
7/9/2026,,SF,Victor Bericoto,Ryan Feltner,💥 Hittable,90,93,5.2,,66.60%,,,0.277,0.317,,,2.0,10.3,1
7/9/2026,,SF,Rafael Devers,Ryan Feltner,💥 Hittable,88,72,3.3,,57.90%,,,0.347,0.331,,,2.2,9.5,1
7/9/2026,,LAA,Mike Trout,Nathan Eovaldi,🤔 Average,86,87,6.5,,42.90%,,,0.349,0.44,,,2.1,25.2,1
7/9/2026,,PHI,Bryce Harper,Brady Singer,🎯 Target,86,86,4.5,,57.50%,,,0.15,0.396,,,1.6,16.7,1
7/9/2026,,NYM,Juan Soto,Michael Wacha,🤔 Average,86,85,3.8,,47.80%,,,0.309,0.437,,,2.6,7.3,1
7/9/2026,,ATH,Jonah Heim,Framber Valdez,🎯 Target,86,97,6.0,,62.10%,,,0.296,0.334,,,2.5,5.0,1
7/9/2026,,TB,Junior Caminero,Paul Blackburn,⚠️ Tough,86,73,5.6,,47.40%,,,0.362,0.376,,,1.8,9.2,1
7/9/2026,,CHC,Carson Kelly,Trevor Rogers,💥 Hittable,85,92,2.8,,69.50%,,,0.255,0.339,,,1.9,21.9,1
7/9/2026,,DET,Spencer Torkelson,José Suarez,💥 Hittable,85,62,3.4,,55.30%,,,0.176,0.318,,,1.5,8.0,1
7/9/2026,,PHI,Derek Hill,Brady Singer,🎯 Target,84,100,4.9,,72.60%,,,0.197,0.286,,,2.3,17.8,1
7/9/2026,,CIN,Spencer Steer,Jesús Luzardo,🤔 Average,83,81,3.0,,66.30%,,,0.184,0.329,,,1.7,14.7,1
7/9/2026,,MIL,Brice Turang,Andre Pallante,🤔 Average,83,77,3.1,,58.90%,,,0.167,0.346,,,2.0,4.5,1
7/9/2026,,MIL,Garrett Mitchell,Andre Pallante,🤔 Average,83,64,2.6,,55.50%,,,0.331,0.336,,,1.9,8.3,1
7/9/2026,,ATH,Shea Langeliers,Framber Valdez,💥 Hittable,83,100,4.9,,63.90%,,,0.172,0.377,,,2.4,15.6,1
7/9/2026,,SF,Jesus Rodriguez,Ryan Feltner,💥 Hittable,82,81,6.2,,62.80%,,,0.297,0.29,,,1.8,6.9,1
7/9/2026,,CHC,Seiya Suzuki,Trevor Rogers,💥 Hittable,81,86,3.9,,64.10%,,,0.258,0.334,,,1.8,19.8,1
7/9/2026,,DET,Jake Rogers,José Suarez,💥 Hittable,80,64,2.0,,60.90%,,,0.231,0.225,,,1.8,29.7,1
7/9/2026,,TEX,Justin Foscue,Reid Detmers,⚠️ Tough,79,62,4.5,,48%,,,0.314,0.377,,,1.4,16.8,1
7/9/2026,,SEA,Dominic Canzone,Janson Junk,💥 Hittable,79,70,4.7,,50.30%,,,0.186,0.381,,,1.2,33.6,1
7/9/2026,,COL,Hunter Goodman,Carson Whisenhunt,💥 Hittable,79,98,10.3,,64.60%,,,0.289,0.338,,,1.8,19.7,1
7/9/2026,,ATL,Drake Baldwin,Mitch Keller,🎯 Target,78,66,5.0,,47.10%,,,0.107,0.388,,,1.5,14.1,1
7/9/2026,,BOS,Ceddanne Rafaela,Anthony Kay,🎯 Target,78,80,2.1,,71%,,,0.181,0.288,,,2.1,8.7,1
7/9/2026,,SD,Gavin Sheets,Merrill Kelly,🎯 Target,78,75,4.9,,60.90%,,,0.129,0.327,,,1.3,13.6,1
7/9/2026,,CHC,Dansby Swanson,Trevor Rogers,💥 Hittable,78,77,4.4,,57%,,,0.39,0.305,,,2.4,25.7,1
7/9/2026,,KC,Bobby Witt Jr.,Sean Manaea,💥 Hittable,76,69,2.4,,54.70%,,,0.176,0.386,,,1.7,23.6,1
7/9/2026,,PHI,Brandon Marsh,Brady Singer,🎯 Target,75,75,3.7,,63.10%,,,0.183,0.327,,,1.7,7.6,1
7/9/2026,,DET,Riley Greene,José Suarez,💥 Hittable,93,57,2.6,,49.80%,,,0.325,0.361,,,1.7,9.2,0
7/9/2026,,KC,Lane Thomas,Sean Manaea,💥 Hittable,92,57,2.1,,61.10%,,,0.264,0.317,,,1.4,16.8,0
7/9/2026,,KC,Nick Loftin,Sean Manaea,💥 Hittable,88,47,1.2,,57%,,,0.225,0.336,,,1.3,20.5,0
7/9/2026,,AZ,Ketel Marte,Griffin Canning,💥 Hittable,86,54,2.4,,46.30%,,,0.222,0.373,,,1.8,-0.1,0
7/9/2026,,CIN,Elly De La Cruz,Jesús Luzardo,⚠️ Tough,86,51,3.0,,40.50%,,,0.165,0.36,,,2.4,13.7,0
7/9/2026,,CLE,David Fry,Bailey Ober,🤔 Average,86,57,4.7,,60%,,,0.347,0.272,,,1.1,33.6,0
7/9/2026,,PIT,Bryan Reynolds,Bryce Elder,💥 Hittable,84,58,3.1,,49.50%,,,0.206,0.359,,,1.6,12.2,0
7/9/2026,,KC,Jac Caglianone,Sean Manaea,💥 Hittable,83,25,3.1,,26.10%,,,0.127,0.373,,,1.1,1.1,0
7/9/2026,,CLE,Rhys Hoskins,Bailey Ober,🤔 Average,82,46,3.5,,51.30%,,,0.313,0.301,,,1.1,6.0,0
7/9/2026,,DET,Dillon Dingler,José Suarez,💥 Hittable,82,50,4.0,,42.30%,,,0.138,0.363,,,1.4,10.7,0
7/9/2026,,KC,Carter Jensen,Sean Manaea,💥 Hittable,79,31,2.5,,36.50%,,,0.18,0.283,,,1.7,16.2,0
7/9/2026,,CWS,Miguel Vargas,Patrick Sandoval,💥 Hittable,79,44,0.0,,42%,,,0.25,0.405,,,1.7,8.3,0
7/9/2026,,CLE,Austin Hedges,Bailey Ober,🤔 Average,79,43,1.4,,54%,,,0.328,0.294,,,1.6,7.6,0
7/9/2026,,MIN,Kody Clemens,Gavin Williams,🤔 Average,79,54,3.5,,42.10%,,,0.428,0.337,,,2.3,15.2,0
7/9/2026,,SD,Manny Machado,Merrill Kelly,🎯 Target,77,58,4.1,,52.50%,,,0.287,0.319,,,1.7,5.5,0
7/9/2026,,CLE,Brayan Rocchio,Bailey Ober,🤔 Average,77,46,1.6,,52.30%,,,0.198,0.316,,,1.6,-0.2,0
7/9/2026,,KC,Isaac Collins,Sean Manaea,💥 Hittable,76,20,0.8,,29.10%,,,0.237,0.317,,,1.6,12.8,0
7/9/2026,,AZ,Gabriel Moreno,Griffin Canning,💥 Hittable,75,50,1.8,,46.50%,,,0.053,0.36,,,1.7,9.1,0
7/9/2026,,AZ,Corbin Carroll,Griffin Canning,💥 Hittable,75,53,2.4,,51.10%,,,0.11,0.338,,,1.5,17.0,0
7/9/2026,,CLE,Travis Bazzana,Bailey Ober,🤔 Average,75,52,2.0,,56.20%,,,0.085,0.309,,,1.5,2.5,0
7/9/2026,,DET,Kevin McGonigle,José Suarez,💥 Hittable,75,45,1.2,,45.50%,,,0.115,0.377,,,1.7,19.0,0
7/9/2026,,BOS,Andruw Monasterio,Anthony Kay,🎯 Target,74,61,1.5,,66.10%,,,0.206,0.306,,,1.5,19.3,0
7/9/2026,,BOS,Wilyer Abreu,Anthony Kay,🎯 Target,74,44,1.5,,46.60%,,,0.152,0.341,,,1.3,20.8,0
7/9/2026,,ATL,Ozzie Albies,Mitch Keller,🎯 Target,73,58,2.6,,59.30%,,,0.261,0.295,,,1.8,17.0,0
7/9/2026,,AZ,Adrian Del Castillo,Griffin Canning,💥 Hittable,73,48,3.0,,58.60%,,,0.239,0.276,,,1.3,11.2,0
7/9/2026,,CLE,Chase DeLauter,Bailey Ober,🤔 Average,73,37,1.3,,44.70%,,,0.164,0.33,,,1.7,18.4,0
7/9/2026,,BAL,Pete Alonso,David Peterson,💥 Hittable,73,53,3.9,,42.30%,,,0.188,0.39,,,1.6,6.5,0
7/9/2026,,COL,Cole Carrigg,Carson Whisenhunt,💥 Hittable,73,62,4.7,,47%,,,0.345,0.323,,,2.6,27.3,0
7/9/2026,,TEX,Elias Díaz,Reid Detmers,🤔 Average,72,67,3.1,,48.60%,,,0.267,0.28,,,2.7,13.6,0
7/9/2026,,SEA,Luke Raley,Janson Junk,💥 Hittable,72,61,4.4,,49.60%,,,0.123,0.36,,,1.2,7.0,0
7/9/2026,,COL,Jake McCarthy,Carson Whisenhunt,💥 Hittable,72,66,3.8,,53.10%,,,0.334,0.295,,,2.3,5.5,0
7/9/2026,,TB,Yandy Díaz,Paul Blackburn,⚠️ Tough,72,64,2.9,,50.50%,,,0.141,0.376,,,1.6,4.3,0
7/9/2026,,PIT,Nick Gonzales,Bryce Elder,💥 Hittable,71,57,1.4,,58.50%,,,0.13,0.316,,,1.8,6.5,0
7/9/2026,,CIN,Noelvi Marte,Jesús Luzardo,🤔 Average,71,57,4.0,,55.80%,,,0.276,0.295,,,1.6,11.1,0
7/9/2026,,BAL,Tyler O'Neill,David Peterson,💥 Hittable,71,43,2.0,,46.40%,,,0.782,0.319,,,1.9,31.1,0
7/9/2026,,TEX,Wyatt Langford,Reid Detmers,⚠️ Tough,70,54,4.7,,43.20%,,,0.361,0.292,,,2.2,28.7,0
7/9/2026,,NYY,Ben Rice,Drew Rasmussen,‼️ Elite,70,89,5.2,,52.30%,,,0.307,0.37,,,2.6,12.7,0
7/9/2026,,AZ,Nolan Arenado,Griffin Canning,💥 Hittable,70,42,2.5,,48.50%,,,0.176,0.296,,,1.5,28.9,0
7/9/2026,,AZ,Geraldo Perdomo,Griffin Canning,💥 Hittable,70,43,0.8,,54.40%,,,0.153,0.321,,,1.5,1.9,0
7/9/2026,,MIL,Jackson Chourio,Andre Pallante,🤔 Average,70,58,3.1,,48.50%,,,0.157,0.334,,,1.9,8.1,0
7/9/2026,,SEA,Randy Arozarena,Janson Junk,💥 Hittable,70,44,2.4,,39.60%,,,0.181,0.347,,,1.7,18.4,0
7/9/2026,,COL,Kyle Karros,Carson Whisenhunt,💥 Hittable,70,66,3.2,,58.30%,,,0.389,0.339,,,1.9,8.2,0
7/9/2026,,STL,Jordan Walker,Logan Henderson,‼️ Elite,70,73,3.9,,54.30%,,,0.324,0.36,,,2.1,22.9,0
7/9/2026,,MIA,Heriberto Hernandez,Bryce Miller,‼️ Elite,70,46,3.1,,35.60%,,,0.577,0.382,,,1.9,9.9,0
7/9/2026,,CWS,Randal Grichuk,Patrick Sandoval,💥 Hittable,69,36,0.0,,42%,,,0.15,0.384,,,1.1,18.7,0
7/9/2026,,CWS,Colson Montgomery,Patrick Sandoval,💥 Hittable,69,46,0.0,,52.40%,,,0.253,0.327,,,2.0,26.1,0
7/9/2026,,SD,Ty France,Merrill Kelly,🎯 Target,69,57,3.6,,59.30%,,,0.126,0.304,,,1.2,16.4,0
7/9/2026,,SD,Fernando Tatis Jr.,Merrill Kelly,🎯 Target,69,47,1.0,,52.90%,,,0.153,0.352,,,1.6,12.6,0
7/9/2026,,BAL,Adley Rutschman,David Peterson,💥 Hittable,69,54,3.5,,45.20%,,,0.124,0.345,,,1.7,16.1,0
7/9/2026,,ATH,Nick Kurtz,Framber Valdez,🎯 Target,69,63,5.1,,44.40%,,,0.132,0.387,,,1.4,8.2,0
7/9/2026,,COL,Mickey Moniak,Carson Whisenhunt,💥 Hittable,69,51,6.6,,40.10%,,,0.356,0.318,,,2.0,24.1,0
7/9/2026,,MIA,Kyle Stowers,Bryce Miller,‼️ Elite,69,41,3.4,,32.10%,,,0.403,0.335,,,2.3,5.5,0
7/9/2026,,PIT,Henry Davis,Bryce Elder,💥 Hittable,68,46,4.0,,52.40%,,,0.224,0.293,,,1.2,17.5,0
7/9/2026,,ATL,Mauricio Dubón,Mitch Keller,🎯 Target,67,41,2.2,,48.30%,,,0.178,0.32,,,1.4,21.9,0
7/9/2026,,KC,Michael Massey,Sean Manaea,💥 Hittable,67,18,2.0,,26.70%,,,0.079,0.323,,,1.2,15.3,0
7/9/2026,,PHI,J.T. Realmuto,Brady Singer,🎯 Target,67,49,2.9,,55.20%,,,0.268,0.308,,,1.5,15.3,0
7/9/2026,,PHI,Alec Bohm,Brady Singer,🎯 Target,67,52,2.6,,57.50%,,,0.252,0.304,,,1.6,13.2,0
7/9/2026,,BOS,Anthony Seigler,Anthony Kay,🎯 Target,67,34,1.1,,39.60%,,,0.111,0.352,,,1.2,23.1,0
7/9/2026,,MIL,Gary Sánchez,Andre Pallante,🤔 Average,67,42,2.3,,45%,,,0.171,0.379,,,0.8,37.7,0
7/9/2026,,SEA,Cole Young,Janson Junk,💥 Hittable,67,50,2.7,,50.60%,,,0.213,0.321,,,1.4,13.8,0
7/9/2026,,DET,Colt Keith,José Suarez,💥 Hittable,67,21,1.8,,40.30%,,,0.326,0.324,,,0.9,11.1,0
7/9/2026,,TEX,Josh Jung,Reid Detmers,🤔 Average,66,47,2.4,,42.30%,,,0.19,0.342,,,1.8,7.3,0
7/9/2026,,MIN,Trevor Larnach,Gavin Williams,🤔 Average,66,45,2.5,,41.80%,,,0.21,0.34,,,1.7,9.5,0
7/9/2026,,SF,Casey Schmitt,Ryan Feltner,💥 Hittable,66,61,4.7,,50.80%,,,0.129,0.348,,,1.5,16.3,0
7/9/2026,,SF,Drew Gilbert,Ryan Feltner,💥 Hittable,66,50,2.1,,56.10%,,,0.317,0.298,,,1.6,12.7,0
7/9/2026,,BAL,Samuel Basallo,David Peterson,💥 Hittable,66,32,3.7,,35.20%,,,0.316,0.342,,,1.3,25.7,0
7/9/2026,,ATH,Carlos Cortes,Framber Valdez,🎯 Target,66,68,1.4,,60.80%,,,0.125,0.344,,,1.9,3.7,0
7/9/2026,,STL,Bryan Torres,Logan Henderson,‼️ Elite,66,43,6.0,,34.10%,,,0.319,0.318,,,1.6,25.4,0
7/9/2026,,STL,Alec Burleson,Logan Henderson,‼️ Elite,66,45,3.6,,33%,,,0.19,0.38,,,2.1,12.0,0
7/9/2026,,ATL,Mike Yastrzemski,Mitch Keller,🎯 Target,65,45,2.3,,57.50%,,,0.154,0.313,,,1.1,16.7,0
7/9/2026,,LAA,Zach Neto,Nathan Eovaldi,🤔 Average,65,62,4.9,,48.20%,,,0.238,0.317,,,1.8,21.1,0
7/9/2026,,SEA,J.P. Crawford,Janson Junk,💥 Hittable,65,56,3.6,,49%,,,0.088,0.33,,,1.5,12.5,0
7/9/2026,,NYM,A.J. Ewing,Michael Wacha,🤔 Average,64,51,1.3,,49%,,,0.319,0.351,,,1.9,13.7,0
7/9/2026,,CLE,Bo Naylor,Bailey Ober,🤔 Average,64,21,1.3,,36%,,,0.259,0.298,,,1.2,13.5,0
7/9/2026,,MIN,Josh Bell,Gavin Williams,🤔 Average,64,37,2.1,,38.40%,,,0.346,0.321,,,1.9,9.7,0
7/9/2026,,MIN,Alex Jackson,Gavin Williams,🤔 Average,64,62,2.0,,65.50%,,,0.262,0.281,,,1.1,-4.3,0
7/9/2026,,BAL,Taylor Ward,David Peterson,💥 Hittable,64,60,1.1,,59.10%,,,0.055,0.34,,,1.6,14.7,0
7/9/2026,,ATH,Joshua Kuroda-Grauer,Framber Valdez,💥 Hittable,64,84,0.0,,71.90%,,,0.093,0.313,,,2.7,1.1,0
7/9/2026,,TB,Jonathan Aranda,Paul Blackburn,⚠️ Tough,64,58,2.1,,49.80%,,,0.086,0.361,,,1.5,6.5,0
7/9/2026,,DET,Hao-Yu  Lee,José Suarez,💥 Hittable,64,35,1.8,,52.60%,,,0.238,0.27,,,1.2,9.1,0
7/9/2026,,MIA,Otto Lopez,Bryce Miller,‼️ Elite,64,48,1.8,,41.10%,,,0.331,0.329,,,2.6,23.4,0
7/9/2026,,SF,Bryce Eldridge,Ryan Feltner,💥 Hittable,63,51,3.1,,46.90%,,,0.147,0.355,,,1.6,16.1,0
7/9/2026,,AZ,LuJames Groover,Griffin Canning,💥 Hittable,62,18,1.5,,39.50%,,,0.318,0.276,,,0.9,23.8,0
7/9/2026,,SD,Miguel Andujar,Merrill Kelly,🎯 Target,62,35,0.5,,56.80%,,,0.196,0.308,,,1.3,0.8,0
7/9/2026,,CLE,Gabriel Arias,Bailey Ober,🤔 Average,62,29,3.3,,49.20%,,,0.193,0.252,,,1.0,0.8,0
7/9/2026,,CLE,Steven Kwan,Bailey Ober,🤔 Average,62,24,0.0,,46.70%,,,0.171,0.303,,,1.3,4.9,0
7/9/2026,,MIN,Luke Keaschall,Gavin Williams,🤔 Average,62,45,0.7,,53.70%,,,0.311,0.312,,,1.7,11.3,0
7/9/2026,,BAL,Jackson Holliday,David Peterson,💥 Hittable,62,45,3.5,,48%,,,0.115,0.327,,,0.9,8.1,0
7/9/2026,,SEA,Mitch Garver,Janson Junk,💥 Hittable,62,25,2.7,,32.10%,,,0.314,0.322,,,1.0,19.2,0
7/9/2026,,TB,Ryan Vilade,Paul Blackburn,⚠️ Tough,62,44,3.6,,49.70%,,,0.29,0.311,,,0.9,26.3,0
7/9/2026,,BOS,Jarren Duran,Anthony Kay,🎯 Target,61,29,2.6,,38.70%,,,0.187,0.288,,,1.5,4.1,0
7/9/2026,,BOS,Caleb Durbin,Anthony Kay,🎯 Target,61,34,1.9,,54.80%,,,0.196,0.295,,,1.0,-4.2,0
7/9/2026,,COL,Jordan Beck,Carson Whisenhunt,💥 Hittable,61,73,1.9,,70.10%,,,0.202,0.266,,,1.9,9.7,0
7/9/2026,,DET,Matt Vierling,José Suarez,💥 Hittable,61,33,1.1,,50.40%,,,0.161,0.298,,,1.2,22.7,0
7/9/2026,,STL,Nelson Velázquez,Logan Henderson,‼️ Elite,61,39,6.0,,41.30%,,,0.26,0.408,,,0.5,9.6,0
7/9/2026,,TEX,Kyle Higashioka,Reid Detmers,⚠️ Tough,60,40,2.2,,47.60%,,,0.257,0.283,,,1.4,19.3,0
7/9/2026,,LAA,Donovan Walton,Nathan Eovaldi,🤔 Average,60,58,2.9,,51.80%,,,0.135,0.321,,,1.6,16.5,0
7/9/2026,,PHI,Gabriel Rincones Jr.,Brady Singer,🎯 Target,60,45,1.9,,66.50%,,,0.237,0.216,,,2.0,23.3,0
7/9/2026,,SD,Jackson Merrill,Merrill Kelly,🎯 Target,60,36,1.2,,53.30%,,,0.162,0.291,,,1.6,7.0,0
7/9/2026,,NYM,Carson Benge,Michael Wacha,🤔 Average,60,51,2.4,,46.80%,,,0.217,0.347,,,1.9,10.2,0
7/9/2026,,CHC,Pedro Ramírez,Trevor Rogers,💥 Hittable,60,50,1.9,,49.60%,,,0.187,0.309,,,1.2,11.9,0
7/9/2026,,SEA,Cal Raleigh,Janson Junk,💥 Hittable,60,44,3.1,,51.50%,,,0.191,0.284,,,1.4,29.3,0
7/9/2026,,AZ,Jorge Barrosa,Griffin Canning,💥 Hittable,59,21,1.9,,53.60%,,,0.333,0.227,,,0.8,8.1,0
7/9/2026,,AZ,Tommy Troy,Griffin Canning,💥 Hittable,59,26,2.4,,38.10%,,,0.126,0.307,,,1.2,3.3,0
7/9/2026,,ATH,Alika Williams,Framber Valdez,🎯 Target,59,67,2.7,,71%,,,0.263,0.221,,,1.3,16.7,0
7/9/2026,,ATH,Zack Gelof,Framber Valdez,🎯 Target,59,73,3.8,,69.70%,,,0.087,0.279,,,1.6,-2.5,0
7/9/2026,,MIA,Joe Mack,Bryce Miller,‼️ Elite,59,30,2.4,,31.10%,,,0.323,0.317,,,1.7,8.9,0
7/9/2026,,ATL,Eli White,Mitch Keller,🎯 Target,58,18,0.9,,37.20%,,,0.335,0.281,,,1.1,6.0,0
7/9/2026,,PHI,Trea Turner,Brady Singer,🎯 Target,58,43,1.7,,59.40%,,,0.159,0.283,,,1.6,13.3,0
7/9/2026,,PHI,Bryson Stott,Brady Singer,🎯 Target,58,42,1.2,,53.70%,,,0.096,0.314,,,1.7,19.6,0
7/9/2026,,CIN,JJ Bleday,Jesús Luzardo,🤔 Average,58,23,3.3,,25.30%,,,0.131,0.376,,,0.8,16.7,0
7/9/2026,,TEX,Jake Burger,Reid Detmers,⚠️ Tough,57,38,4.2,,41%,,,0.151,0.294,,,1.1,-5.1,0
7/9/2026,,LAA,Jose Siri,Nathan Eovaldi,🤔 Average,57,47,5.7,,48.90%,,,0.208,0.287,,,0.7,19.9,0
7/9/2026,,BAL,Blaze Alexander,David Peterson,💥 Hittable,57,44,1.5,,53.40%,,,0.084,0.332,,,1.1,1.7,0
7/9/2026,,ATH,Henry Bolte,Framber Valdez,🎯 Target,57,64,2.0,,65.30%,,,0.108,0.298,,,1.7,-4.7,0
7/9/2026,,MIA,Liam Hicks,Bryce Miller,‼️ Elite,57,40,3.3,,35.70%,,,0.058,0.324,,,1.7,6.5,0
7/9/2026,,ATL,Dominic Smith,Mitch Keller,🎯 Target,56,34,1.3,,53.40%,,,0.056,0.316,,,1.0,15.5,0
7/9/2026,,ATL,Austin Riley,Mitch Keller,🎯 Target,56,29,1.8,,46.80%,,,0.118,0.291,,,1.2,19.0,0
7/9/2026,,CIN,Eugenio Suárez,Jesús Luzardo,⚠️ Tough,56,49,3.3,,58.40%,,,0.17,0.271,,,1.3,26.1,0
7/9/2026,,CIN,Jose Trevino,Jesús Luzardo,⚠️ Tough,56,47,1.4,,65.80%,,,0.25,0.255,,,1.6,2.7,0
7/9/2026,,SD,Jake Cronenworth,Merrill Kelly,🎯 Target,56,26,0.8,,53%,,,0.197,0.281,,,1.2,9.7,0
7/9/2026,,SD,Sung-Mun Song,Merrill Kelly,🎯 Target,56,34,1.0,,60.50%,,,0.155,0.276,,,1.0,7.2,0
7/9/2026,,ATH,Tyler Soderstrom,Framber Valdez,🎯 Target,56,41,3.9,,42.60%,,,0.122,0.346,,,1.1,12.6,0
7/9/2026,,DET,Gage Workman,José Suarez,💥 Hittable,56,29,2.6,,51.20%,,,0.127,0.279,,,0.7,9.1,0
7/9/2026,,DET,James Outman,José Suarez,💥 Hittable,56,83,5.0,,66.80%,,,0.13,0.231,,,0.9,15.2,0
7/9/2026,,STL,Iván Herrera,Logan Henderson,‼️ Elite,56,55,2.5,,52.50%,,,0.113,0.352,,,1.6,-1.7,0
7/9/2026,,STL,JJ Wetherholt,Logan Henderson,‼️ Elite,56,34,2.7,,29.90%,,,0.112,0.366,,,1.9,10.5,0
7/9/2026,,AZ,Ildemaro Vargas,Griffin Canning,💥 Hittable,55,24,2.1,,42%,,,0.078,0.304,,,1.0,18.7,0
7/9/2026,,NYM,Francisco Lindor,Michael Wacha,🤔 Average,55,40,2.1,,40.10%,,,0.129,0.377,,,1.5,3.9,0
7/9/2026,,CLE,Patrick Bailey,Bailey Ober,🤔 Average,55,23,1.2,,45.20%,,,0.081,0.285,,,1.1,3.7,0
7/9/2026,,MIN,Brooks Lee,Gavin Williams,🤔 Average,55,39,2.8,,45.10%,,,0.099,0.295,,,1.3,16.0,0
7/9/2026,,CWS,Sam Antonacci,Patrick Sandoval,⚠️ Tough,54,16,0.0,,37.90%,,,0.132,0.364,,,1.1,1.5,0
7/9/2026,,LAA,Jo Adell,Nathan Eovaldi,🤔 Average,54,37,2.7,,41.30%,,,0.256,0.297,,,1.7,22.7,0
7/9/2026,,LAA,Vaughn Grissom,Nathan Eovaldi,🤔 Average,54,41,1.1,,42.70%,,,0.076,0.347,,,1.8,3.4,0
7/9/2026,,ATH,Colby Thomas,Framber Valdez,🎯 Target,54,52,4.3,,63.90%,,,0.167,0.271,,,0.8,20.9,0
7/9/2026,,COL,Sterlin Thompson,Carson Whisenhunt,💥 Hittable,54,22,2.0,,34.30%,,,0.384,0.302,,,1.6,9.7,0
7/9/2026,,TB,Jonny DeLuca,Paul Blackburn,⚠️ Tough,54,47,3.2,,54.90%,,,0.175,0.27,,,1.4,22.5,0
7/9/2026,,NYY,Giancarlo Stanton,Drew Rasmussen,‼️ Elite,53,38,3.1,,32.30%,,,0.113,0.364,,,1.4,23.9,0
7/9/2026,,NYY,Trent Grisham,Drew Rasmussen,‼️ Elite,53,45,2.7,,43.10%,,,0.247,0.358,,,1.4,21.5,0
7/9/2026,,AZ,Ryan Waldschmidt,Griffin Canning,💥 Hittable,53,16,0.0,,41.60%,,,0.197,0.283,,,1.3,10.2,0
7/9/2026,,LAA,Denzer Guzman,Nathan Eovaldi,🤔 Average,53,43,3.4,,44.90%,,,0.06,0.314,,,1.2,10.6,0
7/9/2026,,NYM,Tyrone Taylor,Michael Wacha,🤔 Average,53,29,3.1,,46.10%,,,0.419,0.283,,,1.0,14.1,0
7/9/2026,,NYM,Mark Vientos,Michael Wacha,🤔 Average,53,34,3.1,,41.60%,,,0.271,0.324,,,1.3,9.4,0
7/9/2026,,MIN,Royce Lewis,Gavin Williams,🤔 Average,53,42,3.8,,49.20%,,,0.116,0.287,,,1.2,14.7,0
7/9/2026,,MIN,Ryan Kreidler,Gavin Williams,🤔 Average,53,45,2.4,,57.20%,,,0.086,0.29,,,1.1,11.3,0
7/9/2026,,COL,Ezequiel Tovar,Carson Whisenhunt,💥 Hittable,53,39,4.4,,53.50%,,,0.22,0.267,,,1.1,26.5,0
7/9/2026,,COL,TJ Rumfield,Carson Whisenhunt,💥 Hittable,53,33,4.2,,36.30%,,,0.105,0.335,,,1.1,18.4,0
7/9/2026,,STL,Thomas Saggese,Logan Henderson,‼️ Elite,53,27,2.6,,41%,,,0.518,0.301,,,1.0,10.3,0
7/9/2026,,MIA,Esteury Ruiz,Bryce Miller,‼️ Elite,53,33,2.6,,40.80%,,,0.129,0.332,,,0.6,27.3,0
